# time value
0.000000000000000000e+00,5.055349461624634166e+00
1.001001001001001062e-01,5.810923125504510622e+00
2.002002002002002123e-01,2.945641125235900049e+00
3.003003003003003046e-01,3.182688928295160036e+00
4.004004004004004247e-01,5.908460212439800685e+00
5.005005005005005447e-01,2.836217797769516658e+00
6.006006006006006093e-01,3.905580594287078711e+00
7.007007007007007848e-01,5.009331979986773042e+00
8.008008008008008494e-01,2.929251312535485763e+00
9.009009009009009139e-01,3.176089513941130704e+00
1.001001001001001089e+00,4.166632440066495136e+00
1.101101101101101154e+00,3.865749112093022521e+00
1.201201201201201219e+00,3.195217310501079488e+00
1.301301301301301283e+00,4.437521789039188036e+00
1.401401401401401570e+00,5.193832226050075107e+00
1.501501501501501634e+00,2.927210326100210480e+00
1.601601601601601699e+00,5.136134349460066417e+00
1.701701701701701763e+00,5.598430306294603476e+00
1.801801801801801828e+00,3.288804387814344921e+00
1.901901901901902114e+00,3.994650058335733611e+00
2.002002002002002179e+00,5.679560168969207901e+00
2.102102102102102243e+00,2.445514285176549230e+00
2.202202202202202308e+00,3.720202002956714438e+00
2.302302302302302373e+00,6.005539010310600112e+00
2.402402402402402437e+00,3.843384915379257194e+00
2.502502502502502502e+00,4.896367757267494625e+00
2.602602602602602566e+00,4.247173391797998576e+00
2.702702702702703075e+00,3.971049844954230856e+00
2.802802802802803139e+00,3.776045100980099711e+00
2.902902902902903204e+00,4.364154183065654280e+00
3.003003003003003268e+00,3.348262935201304913e+00
3.103103103103103333e+00,2.494372181531109511e+00
3.203203203203203397e+00,5.521813914078236962e+00
3.303303303303303462e+00,4.826840070814473194e+00
3.403403403403403527e+00,4.265430635007931848e+00
3.503503503503503591e+00,5.111620497649576933e+00
3.603603603603603656e+00,4.284304291922043539e+00
3.703703703703703720e+00,3.424914346149874778e+00
3.803803803803804229e+00,5.019328309049187808e+00
3.903903903903904293e+00,4.476470365581708855e+00
4.004004004004004358e+00,3.980206942780446511e+00
4.104104104104104422e+00,5.358757230820543782e+00
4.204204204204204487e+00,5.241049678817901736e+00
4.304304304304304551e+00,2.881867126947979862e+00
4.404404404404404616e+00,3.445111773146418699e+00
4.504504504504504681e+00,5.061148447667871864e+00
4.604604604604604745e+00,3.227419240431544267e+00
4.704704704704704810e+00,4.683911386168550628e+00
4.804804804804804874e+00,5.908150944738292942e+00
4.904904904904904939e+00,3.573392796820855644e+00
5.005005005005005003e+00,3.674419558154134346e+00
5.105105105105105068e+00,4.497550748141312837e+00
5.205205205205205132e+00,3.239190793916877809e+00
5.305305305305305197e+00,3.757035892664640997e+00
5.405405405405406150e+00,5.657625731916951395e+00
5.505505505505506214e+00,3.314541603720151386e+00
5.605605605605606279e+00,4.040029713621024143e+00
5.705705705705706343e+00,4.860848413582473881e+00
5.805805805805806408e+00,3.715060802792519823e+00
5.905905905905906472e+00,3.425695226190915044e+00
6.006006006006006537e+00,4.320161096535647616e+00
6.106106106106106601e+00,4.972490386984675936e+00
6.206206206206206666e+00,3.270609250214335795e+00
6.306306306306306730e+00,3.969545678653835008e+00
6.406406406406406795e+00,4.178143958880031761e+00
6.506506506506506859e+00,2.856879670417174388e+00
6.606606606606606924e+00,5.153525186167762229e+00
6.706706706706706989e+00,4.477330234130332265e+00
6.806806806806807053e+00,2.698737790787037572e+00
6.906906906906907118e+00,4.852971190449135719e+00
7.007007007007007182e+00,4.112399711653333512e+00
7.107107107107107247e+00,2.561866839969111354e+00
7.207207207207207311e+00,3.259845447757864001e+00
7.307307307307307376e+00,5.314425653407454320e+00
7.407407407407407440e+00,3.197318063624353446e+00
7.507507507507508393e+00,3.473536773074851425e+00
7.607607607607608458e+00,5.307237523047947825e+00
7.707707707707708522e+00,3.460837824296920218e+00
7.807807807807808587e+00,2.596778586278609247e+00
7.907907907907908651e+00,5.450658491290063523e+00
8.008008008008008716e+00,4.054350375317441468e+00
8.108108108108108780e+00,2.887991749978390477e+00
8.208208208208208845e+00,3.940105415446116588e+00
8.308308308308308909e+00,5.060996207391462498e+00
8.408408408408408974e+00,3.568314441682974625e+00
8.508508508508509038e+00,5.254396480365654654e+00
8.608608608608609103e+00,5.670860486624759389e+00
8.708708708708709167e+00,3.974205520018421645e+00
8.808808808808809232e+00,3.602413638292919718e+00
8.908908908908909297e+00,4.638165487892331740e+00
9.009009009009009361e+00,3.236383513445519444e+00
9.109109109109109426e+00,4.683728513509859859e+00
9.209209209209209490e+00,4.855895715200918339e+00
9.309309309309309555e+00,3.994476247482981801e+00
9.409409409409409619e+00,4.406806344171029011e+00
9.509509509509509684e+00,5.961953253000674913e+00
9.609609609609609748e+00,2.999149771521442354e+00
9.709709709709709813e+00,2.781526420591768467e+00
9.809809809809809877e+00,5.343532931828457677e+00
9.909909909909909942e+00,4.570260521187305969e+00
1.001001001001001001e+01,4.250260515608694334e+00
1.011011011011011007e+01,4.513490961162383464e+00
1.021021021021021014e+01,4.674183326680522832e+00
1.031031031031031020e+01,2.943526070006084794e+00
1.041041041041041026e+01,5.806453637658401057e+00
1.051051051051051033e+01,4.758160382058268745e+00
1.061061061061061039e+01,4.048948228862720100e+00
1.071071071071071223e+01,4.308512009066724602e+00
1.081081081081081230e+01,5.267577092519812432e+00
1.091091091091091236e+01,3.134920092122644775e+00
1.101101101101101243e+01,4.205480098501430675e+00
1.111111111111111249e+01,3.918380051555313770e+00
1.121121121121121256e+01,2.900684328152302704e+00
1.131131131131131262e+01,4.475260485678656863e+00
1.141141141141141269e+01,4.268304771255957419e+00
1.151151151151151275e+01,2.780549377151132262e+00
1.161161161161161282e+01,4.719827738364237746e+00
1.171171171171171288e+01,5.541604607881026823e+00
1.181181181181181294e+01,4.502664286978255603e+00
1.191191191191191301e+01,4.617147663082159070e+00
1.201201201201201307e+01,5.962789291786137369e+00
1.211211211211211314e+01,3.371705098405117340e+00
1.221221221221221320e+01,2.615905492975610258e+00
1.231231231231231327e+01,6.007963803883597187e+00
1.241241241241241333e+01,4.175656391468169915e+00
1.251251251251251340e+01,2.331196676634286646e+00
1.261261261261261346e+01,4.655950741497187906e+00
1.271271271271271353e+01,3.355817991916628884e+00
1.281281281281281359e+01,3.284789668283985886e+00
1.291291291291291365e+01,4.255266566440513820e+00
1.301301301301301372e+01,4.930963214444285647e+00
1.311311311311311378e+01,3.620896088733922547e+00
1.321321321321321385e+01,4.995191602923640062e+00
1.331331331331331391e+01,5.762605811079226648e+00
1.341341341341341398e+01,3.262224072051655099e+00
1.351351351351351404e+01,4.803451126399661320e+00
1.361361361361361411e+01,4.394315616596258245e+00
1.371371371371371417e+01,3.999680504867466624e+00
1.381381381381381424e+01,4.002823846258226403e+00
1.391391391391391430e+01,4.628940743375806299e+00
1.401401401401401436e+01,2.905493848846846916e+00
1.411411411411411443e+01,4.562069891456375537e+00
1.421421421421421449e+01,4.874404743311221644e+00
1.431431431431431456e+01,3.147608986900459094e+00
1.441441441441441462e+01,3.472027360252408101e+00
1.451451451451451469e+01,5.416850524743243689e+00
1.461461461461461475e+01,4.072755362927358291e+00
1.471471471471471482e+01,4.129873607949033243e+00
1.481481481481481488e+01,4.726130541725557244e+00
1.491491491491491495e+01,3.532707828044043818e+00
1.501501501501501679e+01,4.040732258470578486e+00
1.511511511511511685e+01,5.413914179266638094e+00
1.521521521521521692e+01,4.404452560192359201e+00
1.531531531531531698e+01,3.341158978076928854e+00
1.541541541541541704e+01,4.954578218542654788e+00
1.551551551551551711e+01,4.491688599815585548e+00
1.561561561561561717e+01,3.806864694582956510e+00
1.571571571571571724e+01,4.237072657992420943e+00
1.581581581581581730e+01,4.992667257745392995e+00
1.591591591591591737e+01,2.713088875850951709e+00
1.601601601601601743e+01,3.752709802609874412e+00
1.611611611611611750e+01,4.584432846773053072e+00
1.621621621621621756e+01,2.876817672687663308e+00
1.631631631631631763e+01,4.719291959178733009e+00
1.641641641641641769e+01,5.622231575227944589e+00
1.651651651651651775e+01,3.042562799841137533e+00
1.661661661661661782e+01,3.927231697683685852e+00
1.671671671671671788e+01,5.913592006928212186e+00
1.681681681681681795e+01,3.149703028222764267e+00
1.691691691691691801e+01,2.837850129799131871e+00
1.701701701701701808e+01,4.129021470593894350e+00
1.711711711711711814e+01,4.124504791016747163e+00
1.721721721721721821e+01,2.549155505179852454e+00
1.731731731731731827e+01,4.761568722039239532e+00
1.741741741741741833e+01,5.300074369451682088e+00
1.751751751751751840e+01,3.656786409438979035e+00
1.761761761761761846e+01,5.220731267595176917e+00
1.771771771771771853e+01,3.812289120803318276e+00
1.781781781781781859e+01,3.885330460244886375e+00
1.791791791791791866e+01,3.851600943874355476e+00
1.801801801801801872e+01,5.841004193677330925e+00
1.811811811811811879e+01,3.272170430017041554e+00
1.821821821821821885e+01,3.855398344642153141e+00
1.831831831831831892e+01,5.748201330808981879e+00
1.841841841841841898e+01,4.255665826177498445e+00
1.851851851851851904e+01,4.094418479078811401e+00
1.861861861861861911e+01,4.877669125080573487e+00
1.871871871871871917e+01,3.879138445256177015e+00
1.881881881881881924e+01,2.694133309372531926e+00
1.891891891891891930e+01,5.121519974502840356e+00
1.901901901901901937e+01,3.993555237604694774e+00
1.911911911911911943e+01,2.991071575383223546e+00
1.921921921921921950e+01,5.295391113573644226e+00
1.931931931931931956e+01,3.439100115423383563e+00
1.941941941941941963e+01,4.069527607710568873e+00
1.951951951951951969e+01,4.348308774164398649e+00
1.961961961961961975e+01,3.479734216648560086e+00
1.971971971971971982e+01,3.183512030019190142e+00
1.981981981981981988e+01,4.926857014364001586e+00
1.991991991991991995e+01,4.329416540930898449e+00
2.002002002002002001e+01,3.735721815914207156e+00
2.012012012012012008e+01,4.206894424771230767e+00
2.022022022022022014e+01,4.991836984655890319e+00
2.032032032032032021e+01,2.355107267799843473e+00
2.042042042042042027e+01,4.241468976531711732e+00
2.052052052052052034e+01,5.437931932326043771e+00
2.062062062062062040e+01,3.609087286787705295e+00
2.072072072072072046e+01,3.956341277270672308e+00
2.082082082082082053e+01,5.574528770407125577e+00
2.092092092092092059e+01,3.825387377739065897e+00
